סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
2029      ,מדרך עוז                 ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,843       ,80        ,198       ,276       ,121       ,65        ,103
2030      ,מנוחה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,644       ,85        ,127       ,252       ,65        ,52        ,63
2033      ,בית חלקיה                ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,985       ,199       ,331       ,321       ,46        ,34        ,54
2034      ,חצור הגלילית             ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,10646     ,1311      ,2259      ,3779      ,1009      ,991       ,1297
2035      ,עדנים                    ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,420       ,32        ,102       ,132       ,58        ,30        ,66
2038      ,ברקת                     ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1901      ,296       ,499       ,691       ,172       ,125       ,118
2039      ,קרית יערים)מוסד(         ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,45        ,6         ,13        ,13        ,3         ,5         ,5
2042      ,עין גדי                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,624       ,38        ,87        ,220       ,88        ,54        ,137
2043      ,בחן                      ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1073      ,83        ,364       ,300       ,178       ,54        ,94
2044      ,מלילות                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,421       ,61        ,91        ,139       ,39        ,32        ,59
2045      ,נחלה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,740       ,93        ,178       ,265       ,69        ,66        ,69
2046      ,סגולה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,648       ,63        ,153       ,224       ,84        ,45        ,79
2047      ,ניר משה                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,580       ,58        ,105       ,216       ,61        ,62        ,78
2048      ,ניר עקיבא                ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,697       ,79        ,204       ,224       ,87        ,42        ,61
2049      ,שדה צבי                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,695       ,66        ,204       ,258       ,66        ,51        ,50
2050      ,תלמי ביל"ו               ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,534       ,57        ,127       ,192       ,41        ,57        ,60
2051      ,רווחה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,600       ,70        ,113       ,214       ,58        ,55        ,90
2052      ,אביטל                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,583       ,54        ,139       ,186       ,73        ,44        ,87
2053      ,פרזון                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,425       ,47        ,78        ,148       ,52        ,40        ,60
2054      ,מיטב                     ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,523       ,48        ,108       ,194       ,67        ,43        ,63
2055      ,מאור                     ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,1460      ,150       ,388       ,502       ,222       ,100       ,98
2057      ,שדי תרומות               ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,511       ,48        ,95        ,192       ,61        ,58        ,57
2059      ,פעמי תש"ז                ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,571       ,54        ,134       ,219       ,54        ,42        ,68
2060      ,ברוש                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,577       ,68        ,166       ,197       ,69        ,28        ,49
2061      ,תדהר                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,683       ,76        ,203       ,244       ,78        ,42        ,40
2062      ,תאשור                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,404       ,28        ,91        ,148       ,41        ,59        ,37
2063      ,דישון                    ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,376       ,31        ,51        ,137       ,34        ,60        ,63
2064      ,זרועה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,504       ,67        ,126       ,171       ,62        ,34        ,44
2100      ,טירת כרמל                ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,26267     ,2780      ,4204      ,9601      ,2661      ,2697      ,4324
2200      ,דימונה                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,39957     ,3685      ,7468      ,14504     ,4709      ,3762      ,5829
2300      ,קרית טבעון               ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,18322     ,1155      ,3370      ,5519      ,2488      ,1834      ,3956
2400      ,אור יהודה                ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,37352     ,3722      ,6883      ,13368     ,4129      ,3790      ,5460
2500      ,נשר                      ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,25157     ,1723      ,3653      ,8902      ,3022      ,2849      ,5008
2530      ,באר יעקב                 ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,27965     ,4493      ,6609      ,10690     ,2404      ,1559      ,2210
2550      ,גדרה                     ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,27071     ,2301      ,7219      ,9136      ,3730      ,1770      ,2915
2560      ,ערד                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,31652     ,3983      ,5566      ,10235     ,3387      ,2857      ,5624
2600      ,אילת                     ,62        ,באר שבע                  ,63        ,אילת                     ,0         ,                         ,67538     ,4681      ,10483     ,27094     ,9489      ,6871      ,8920
2610      ,בית שמש                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,0         ,                         ,138611    ,25666     ,45654     ,46851     ,8875      ,5256      ,6309
2620      ,קרית אונו                ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,41909     ,3426      ,9360      ,12901     ,5642      ,3271      ,7309
2630      ,קרית גת                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,63817     ,7873      ,12610     ,22857     ,5870      ,5756      ,8851
2640      ,ראש העין                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,67088     ,9220      ,13031     ,26238     ,6750      ,6006      ,5843
2650      ,רמת השרון                ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,51911     ,3917      ,10360     ,14815     ,7294      ,4495      ,11030
2660      ,יבנה                     ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,50932     ,6395      ,10576     ,18784     ,4758      ,4111      ,6308
2710      ,אום אל-פחם               ,32        ,חדרה                     ,23        ,עפולה                    ,0         ,                         ,57216     ,6478      ,15292     ,23320     ,6102      ,3388      ,2636
2720      ,טירה                     ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,27464     ,2717      ,6182      ,11484     ,2995      ,2121      ,1965
2730      ,טייבה                    ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,45186     ,4713      ,11725     ,17964     ,4974      ,3104      ,2706
2742      ,זבארגה )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18        ,0         ,0         ,2         ,14        ,1         ,1
2800      ,קרית שמונה               ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,24272     ,1940      ,4198      ,8755      ,2833      ,2791      ,3755
3000      ,ירושלים                  ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,1021542   ,133296    ,256406    ,362284    ,87548     ,68843     ,113165
3400      ,חברון                    ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,565       ,80        ,197       ,196       ,33        ,34        ,25
3488      ,כפר עציון                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,904       ,127       ,284       ,299       ,76        ,35        ,83
3555      ,נתיב הגדוד               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,233       ,30        ,43        ,97        ,9         ,18        ,36
3556      ,אלמוג                    ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,311       ,37        ,81        ,126       ,33        ,27        ,7
3557      ,קדומים                   ,73        ,טול כרם                  ,47        ,כפר סבא                  ,0         ,                         ,4785      ,642       ,1563      ,1611      ,329       ,232       ,408
3558      ,תומר                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,356       ,49        ,56        ,156       ,6         ,45        ,44
3560      ,אלקנה                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,0         ,                         ,3986      ,481       ,980       ,1401      ,318       ,256       ,550
3561      ,מגדל עוז                 ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,414       ,63        ,94        ,182       ,40        ,33        ,2
3563      ,תקוע                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,4443      ,738       ,1514      ,1545      ,261       ,159       ,226
3564      ,כוכב השחר                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2619      ,456       ,939       ,891       ,138       ,135       ,60
3565      ,רימונים                  ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,759       ,93        ,157       ,299       ,93        ,59        ,58
3566      ,יפית                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,258       ,35        ,62        ,87        ,29        ,12        ,33
3567      ,סלעית                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,1452      ,215       ,459       ,480       ,152       ,63        ,83
3568      ,ריחן                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,370       ,64        ,83        ,137       ,43        ,29        ,14
3569      ,מבוא דותן                ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,555       ,113       ,148       ,202       ,36        ,18        ,38
3570      ,אריאל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,20512     ,1757      ,3618      ,7409      ,2453      ,2257      ,3018
3571      ,שבי שומרון               ,72        ,שכם                      ,41        ,נתניה                    ,72        ,שומרון                   ,1097      ,197       ,329       ,378       ,56        ,49        ,88
3572      ,כפר תפוח                 ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1410      ,305       ,463       ,495       ,54        ,33        ,60
3573      ,נוה צוף                  ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1267      ,166       ,363       ,449       ,97        ,72        ,120
3574      ,בית אל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,5884      ,839       ,1742      ,2175      ,429       ,332       ,367
3575      ,בית חורון                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1488      ,207       ,462       ,525       ,125       ,77        ,92
3576      ,מצפה יריחו               ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2523      ,445       ,769       ,948       ,131       ,117       ,113
3578      ,שדמות מחולה              ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,780       ,123       ,257       ,280       ,46        ,37        ,37
3579      ,אלון מורה                ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1917      ,406       ,592       ,689       ,55        ,79        ,96
3598      ,ארגמן                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,164       ,13        ,26        ,65        ,8         ,23        ,29
3599      ,מחולה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,655       ,105       ,213       ,215       ,42        ,18        ,62
3601      ,קליה                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,454       ,47        ,87        ,173       ,54        ,62        ,31
3602      ,ראש צורים                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1030      ,144       ,397       ,366       ,69        ,26        ,28
3603      ,הר גילה                  ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1646      ,159       ,483       ,565       ,198       ,128       ,113
3604      ,אלון שבות                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,3485      ,376       ,930       ,1296      ,364       ,182       ,337
3605      ,משואה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,232       ,26        ,53        ,81        ,24        ,6         ,42
3606      ,גלגל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,213       ,23        ,26        ,97        ,12        ,44        ,11
3607      ,ייט"ב                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,438       ,88        ,136       ,146       ,27        ,23        ,18
3608      ,מעלה אפרים               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,0         ,                         ,1656      ,199       ,343       ,583       ,149       ,156       ,226
3609      ,חמרה                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,201       ,28        ,36        ,71        ,25        ,5         ,36
3610      ,מצפה שלם                 ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,233       ,22        ,37        ,89        ,38        ,42        ,5
3611      ,קרית ארבע                ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,8029      ,1101      ,2088      ,2931      ,561       ,534       ,814
3612      ,בקעות                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,225       ,23        ,61        ,70        ,29        ,7         ,35
3613      ,גיתית                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,557       ,89        ,227       ,181       ,17        ,18        ,25
3614      ,מכורה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,209       ,22        ,50        ,70        ,25        ,8         ,34
3615      ,פצאל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,368       ,55        ,70        ,140       ,22        ,22        ,59
3616      ,מעלה אדומים              ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,40987     ,3833      ,9105      ,15094     ,4800      ,3737      ,4418
3617      ,עופרה                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3260      ,378       ,987       ,1184      ,335       ,180       ,196
3618      ,אלעזר                    ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2624      ,279       ,897       ,901       ,306       ,110       ,131
3619      ,רועי                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,171       ,10        ,32        ,62        ,17        ,25        ,25
3620      ,נערן                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,113       ,20        ,18        ,62        ,4         ,5         ,4
3637      ,מעלה שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,961       ,133       ,266       ,334       ,85        ,59        ,84
3638      ,כפר אדומים               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4652      ,619       ,1491      ,1652      ,482       ,230       ,178
3639      ,ורד יריחו                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,409       ,44        ,122       ,149       ,39        ,26        ,29
3640      ,קרני שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,9184      ,1390      ,2195      ,3421      ,628       ,709       ,841
3641      ,שילה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4684      ,1000      ,1687      ,1566      ,175       ,123       ,133
3643      ,חיננית                   ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,1611      ,234       ,547       ,578       ,125       ,94        ,33
3644      ,גבעון החדשה              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1274      ,116       ,169       ,506       ,163       ,156       ,164
3645      ,בית הערבה                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,376       ,79        ,110       ,157       ,27        ,0         ,3
3646      ,חמדת                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,287       ,49        ,115       ,95        ,28        ,0         ,0
3647      ,יקיר                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2519      ,436       ,871       ,860       ,187       ,68        ,97
3648      ,מתתיהו                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,914       ,115       ,304       ,325       ,68        ,39        ,63
3649      ,שקד                      ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,1006      ,145       ,268       ,368       ,91        ,61        ,73
3650      ,אפרת                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,12745     ,1712      ,3613      ,4669      ,956       ,868       ,927
3651      ,מעלה מכמש                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1833      ,246       ,638       ,643       ,174       ,72        ,60
3652      ,בית אריה                 ,74        ,ראמאללה                  ,43        ,רמלה                     ,0         ,                         ,5522      ,504       ,1396      ,1994      ,753       ,458       ,417
3653      ,מעלה עמוס                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,881       ,228       ,275       ,309       ,24        ,29        ,16
3654      ,ברקן                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2081      ,213       ,472       ,757       ,307       ,145       ,187
3655      ,ניל"י                    ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,1909      ,203       ,568       ,657       ,248       ,146       ,87
3656      ,כרמל                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,524       ,98        ,161       ,185       ,35        ,35        ,10
3657      ,מעון                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,636       ,129       ,213       ,238       ,18        ,35        ,3
3658      ,עטרת                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,675       ,109       ,273       ,213       ,36        ,40        ,4
3659      ,פסגות                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2140      ,403       ,737       ,721       ,112       ,90        ,77
3660      ,עמנואל                   ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,4581      ,989       ,1289      ,1584      ,240       ,260       ,219
3709      ,מבוא חורון               ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,2635      ,414       ,1105      ,823       ,165       ,49        ,79
3710      ,ברכה                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,2857      ,626       ,1038      ,970       ,96        ,61        ,66
3712      ,ענב                      ,73        ,טול כרם                  ,41        ,נתניה                    ,72        ,שומרון                   ,1003      ,190       ,304       ,352       ,46        ,52        ,59
3713      ,נעמ"ה                    ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,202       ,38        ,21        ,93        ,5         ,37        ,8
3715      ,עלמון                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1536      ,169       ,383       ,601       ,161       ,118       ,104
3717      ,חרמש                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,278       ,16        ,57        ,90        ,40        ,42        ,33
3719      ,תלם                      ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,479       ,106       ,168       ,156       ,27        ,19        ,3
3720      ,שערי תקווה               ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,6006      ,595       ,1534      ,2143      ,694       ,464       ,576
3722      ,אשכולות                  ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,599       ,68        ,176       ,222       ,85        ,29        ,19
3723      ,פני חבר                  ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,535       ,102       ,200       ,164       ,43        ,17        ,9
3724      ,נגוהות                   ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,395       ,84        ,165       ,128       ,16        ,2         ,0
3725      ,נווה דניאל               ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2654      ,304       ,832       ,962       ,266       ,156       ,134
3726      ,נוקדים                   ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2380      ,482       ,661       ,890       ,175       ,86        ,86
3727      ,עלי זהב                  ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,4131      ,1072      ,1346      ,1505      ,101       ,58        ,49
3730      ,גבעת זאב                 ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,20374     ,3283      ,5419      ,7347      ,1391      ,1322      ,1612
3743      ,טנא                      ,77        ,חברון                    ,62        ,באר שבע                  ,78        ,הר חברון                 ,1020      ,188       ,318       ,369       ,64        ,51        ,30
3744      ,ברוכין                   ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1387      ,313       ,581       ,460       ,27        ,2         ,4
3745      ,מצדות יהודה              ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,629       ,120       ,173       ,241       ,23        ,42        ,30
3746      ,קרית נטפים               ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,910       ,168       ,332       ,312       ,57        ,21        ,20
3747      ,דולב                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1571      ,259       ,456       ,602       ,108       ,102       ,44
3748      ,עתניאל                   ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,889       ,140       ,294       ,344       ,59        ,35        ,17
3749      ,יצהר                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1849      ,471       ,682       ,606       ,52        ,27        ,11
3750      ,אלפי מנשה                ,73        ,טול כרם                  ,47        ,כפר סבא                  ,0         ,                         ,8594      ,638       ,2167      ,2961      ,1269      ,684       ,875
3751      ,מגדלים                   ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,507       ,138       ,101       ,206       ,29        ,16        ,17
3752      ,מעלה לבונה               ,74        ,ראמאללה                  ,48        ,אריאל                    ,73        ,מטה בנימין               ,762       ,137       ,206       ,284       ,56        ,38        ,41
3754      ,אספר                     ,77        ,חברון                    ,11        ,ירושלים                  ,76        ,גוש עציון                ,945       ,241       ,314       ,331       ,20        ,20        ,19
3756      ,סוסיה                    ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,1366      ,254       ,426       ,518       ,69        ,80        ,19
3759      ,אדורה                    ,77        ,חברון                    ,13        ,בית שמש                  ,78        ,הר חברון                 ,485       ,78        ,168       ,165       ,30        ,29        ,15
3760      ,אורנית                   ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,0         ,                         ,9698      ,829       ,2505      ,3371      ,1309      ,808       ,876
3762      ,איתמר                    ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1290      ,253       ,449       ,447       ,62        ,45        ,34
3763      ,גבע בנימין               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,5799      ,754       ,1817      ,2081      ,529       ,350       ,268
3764      ,חגי                      ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,736       ,133       ,266       ,266       ,35        ,35        ,1
3765      ,עלי                      ,72        ,שכם                      ,48        ,אריאל                    ,73        ,מטה בנימין               ,4348      ,862       ,1329      ,1593      ,286       ,133       ,145
3766      ,כרמי צור                 ,77        ,חברון                    ,11        ,ירושלים                  ,76        ,גוש עציון                ,1143      ,182       ,428       ,392       ,76        ,51        ,14
3767      ,נחליאל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,776       ,163       ,283       ,257       ,29        ,24        ,20
3768      ,פדואל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2207      ,357       ,781       ,789       ,164       ,96        ,20
3769      ,הר אדר                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,4418      ,276       ,1102      ,1416      ,736       ,369       ,519
3770      ,חשמונאים                 ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3192      ,334       ,606       ,1258      ,308       ,352       ,334
3777      ,סנסנה                    ,          ,                         ,          ,                         ,          ,                         ,626       ,107       ,268       ,211       ,40        ,0         ,0
3778      ,עץ אפרים                 ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,2545      ,398       ,787       ,924       ,213       ,120       ,103
3779      ,כוכב יעקב                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,9443      ,1912      ,3212      ,3370      ,454       ,270       ,225
3780      ,ביתר עילית               ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,64065     ,13606     ,24570     ,20951     ,3019      ,1124      ,795
3781      ,קדר                      ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1580      ,161       ,433       ,598       ,233       ,105       ,50
3782      ,רותם                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,245       ,39        ,113       ,69        ,24        ,0         ,0
3784      ,שמעה                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,875       ,216       ,215       ,329       ,62        ,35        ,18
3785      ,משכיות                   ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,75        ,ערבות הירדן              ,308       ,96        ,121       ,86        ,5         ,0         ,0
3786      ,אבנת                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,215       ,54        ,80        ,78        ,3         ,0         ,0
3787      ,נעלה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2225      ,244       ,701       ,755       ,297       ,104       ,124
3788      ,טלמון                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,5125      ,840       ,2146      ,1633      ,416       ,67        ,23
3790      ,נופים                    ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1008      ,145       ,311       ,344       ,83        ,56        ,69
3791      ,צופים                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,2519      ,347       ,720       ,962       ,221       ,159       ,110
3793      ,אבני חפץ                 ,73        ,טול כרם                  ,41        ,נתניה                    ,72        ,שומרון                   ,2127      ,346       ,650       ,782       ,242       ,72        ,35
3794      ,בת עין                   ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1706      ,331       ,497       ,648       ,95        ,76        ,59
3795      ,רבבה                     ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,2969      ,539       ,1215      ,971       ,187       ,38        ,19
3796      ,כפר האורנים              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2454      ,81        ,784       ,764       ,582       ,184       ,59
